"","state","name","census_id","id","year","category","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","has_unconfirmed"
"139","VT","Orange Southwest School District",NA,59303,2020,"School District",2183508,70000,1303402,0,0,0,810106,0,0,0,0,1663413,11562393,40334,16415276,1215028,28466388,0,0,0,29681416,FALSE
"140","KY","Williamsburg Independent School",NA,59310,2020,"School District",15091795,9346000,367172,187982,0,0,2852111,0,2323898,0,14632,29575,4732305,123648,5720047,230159,10375416,0,0,0,10605575,FALSE
"141","VT","Addison Central School District",NA,59279,2020,"School District",2506055,1464500,811539,0,0,53853,176163,0,0,0,0,1157068,24322677,0,32602740,903581,57178904,0,0,0,58082485,FALSE
"142","MS","New Albany Public School District",NA,35084,2020,"School District",48735692,8740000,1843498,2198710,0,710730,32885906,0,2145105,0,211743,1382089,3769937,0,17628882,-849225,23630133,0,0,0,22780908,FALSE
"143","NY","Roslyn Union Free School District",NA,59262,2020,"School District",259036872,25264472,10497852,0,0,828920,9945309,6963722,210576703,0,256978,3180163,1519714,289020,108680686,-6172407,119841990,0,0,0,113669583,FALSE
"144","TX","Wharton Independent School District",NA,59350,2020,"School District",69511908,53090000,1687902,0,0,0,6482399,0,8251607,0,0,98854,11038559,0,17872205,-9747963,38757581,0,0,0,29009618,FALSE
"145","TX","Waco Independent School District",NA,39086,2020,"School District",281304908,158445378,15969182,0,0,0,48636619,0,58253729,0,0,5251981,45063392,0,160890326,-596835,211802534,0,0,0,211205699,FALSE
"146","OH","Columbiana Exempted Village School District",NA,82847,2020,"School District",26614576,476003,1292969,76877,0,0,11383356,0,869778,700357,731778,2351809,1457850,0,10135729,-872007,14817395,0,0,0,13945388,FALSE
"147","GA","Muscogee County School District",NA,32611,2020,"School District",581553835,0,54293017,1841601,0,0,306866281,0,214616262,0,1911602,2954049,221983044,4101364,155546852,-5706894,390292203,0,0,0,384585309,FALSE
"148","PA","Appalachia Intermediate Unit 8",NA,60736,2020,"School District",66048786,1189681,19422586,0,0,0,40668957,0,3857240,0,910322,18726499,28611245,0,520991,1468558,46390177,0,160101,0,47858735,FALSE
"149","ID","Kimberly School District 414",NA,32747,2020,"School District",28637934,24063385,1905604,239522,0,0,2429423,0,0,539712,0,187847,14313983,0,2582058,777869,16306018,0,0,0,17083888,FALSE
"150","SD","Wounded Knee District School",NA,62525,2020,"School District",216744,0,209308,1980,0,0,0,0,0,0,5456,3273,4140224,0,194471,603557,3734411,0,0,0,4337968,FALSE
"151","SD","Marty Indian School Incorporated",NA,62517,2020,"School District",7990029,0,7971017,0,0,0,0,0,0,0,19012,0,6048404,229039,89246,-132612,6499301,0,0,0,6366689,FALSE
"152","IL","Cook County School District 130",NA,32902,2020,"School District",20265557,20255221,10336,0,0,0,0,0,0,0,0,113322,11716362,0,50586881,3514906,58901659,0,0,0,62416565,FALSE
"153","IL","Lincoln Elementary School District 156",NA,32908,2020,"School District",5220000,5220000,0,0,0,0,0,0,0,0,0,8429,2887894,0,10978355,708247,13166431,0,0,0,13874678,FALSE
"154","OH","West Branch Local School District",NA,37173,2020,"School District",30968413,2719018,2795522,1345,0,0,22330261,0,2077037,1310518,1045230,3688750,3047588,0,17238342,-1597812,25572492,0,0,0,23974680,FALSE
"155","TX","Bellville Independent School District",NA,38799,2020,"School District",36107722,19350772,2327618,0,0,0,6280341,0,8148991,0,0,551327,4902144,0,23104074,862634,27694911,0,0,0,28557545,FALSE
"156","NY","Newark Valley Central School District",NA,36435,2020,"School District",87911582,3337212,1361246,0,0,13906200,1764703,1233740,66838075,0,704146,179391,1354428,0,25722784,-1134106,28390709,0,0,0,27256603,FALSE
"157","TX","Onalaska Independent School District",NA,39142,2020,"School District",23044318,13261490,730133,0,0,488075,3488690,0,5075930,0,0,194657,2381365,0,13733904,817519,15492407,0,0,0,16309926,FALSE
"158","TX","Weatherford Independent School District",NA,39136,2020,"School District",226669462,165193596,5995736,0,0,2645000,24079701,0,29395429,0,0,2219902,15081859,0,91317815,4291129,104328447,0,0,0,108619576,FALSE
"159","CO","Ignacio School District 11-Jt",NA,32061,2020,"School District",47952737,30446619,1618599,0,0,0,14788680,0,727473,0,371366,537767,1490228,1369749,13353658,5364025,11387377,0,0,0,16751402,FALSE
"160","CO","Monte Vista School District No.8",NA,32081,2020,"School District",26273130,6643624,2259533,285609,0,0,15925226,0,783054,0,298184,70554,2013560,229992,10744674,2581460,10477320,0,0,0,13058780,FALSE
"161","FL","Liberty County District School Board",NA,32405,2020,"School District",15132103,0,2938077,0,0,0,9718718,0,1023026,0,682346,54054,779260,12081453,15634286,10161167,18387886,0,0,0,28549053,FALSE
"162","FL","Gadsden County District School Board",NA,32387,2020,"School District",39867010,1483210,670640,0,0,0,31662377,0,3163842,0,2886941,237654,5947873,476329,59306662,-996043,66964563,0,0,0,65968520,FALSE
"163","CA","Los Angeles County Office of Education",NA,31688,2020,"School District",510233608,0,74501363,0,0,0,350447441,0,27405112,0,13028238,36432482,297377414,-2227717,220820124,11922982,540479321,0,0,0,552402303,FALSE
"164","ID","Madison School District 321",NA,32735,2020,"School District",68537804,53400000,6159140,0,0,0,7144127,0,560847,1514359,713313,385931,4671938,0,46785012,6033332,45809549,0,0,0,51842881,FALSE
"165","IL","Tazewell-Mason Counties Special Education Association",NA,33141,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11792949,278876,11514073,0,0,0,11792949,FALSE
"166","LA","Ouachita Parish School Board",NA,33845,2020,"School District",630546747,126823077,26431409,0,0,0,223292827,0,239620955,0,8007809,1006300,23134547,0,209305927,12038323,221408451,0,0,0,233446774,FALSE
"167","KY","Danville Independent School District",NA,33626,2020,"School District",45962681,27002369,618579,48549,0,0,7923428,0,7489900,0,585982,121000,3983608,193055,24906675,993709,28210629,0,0,0,29204338,FALSE
"168","KY","Mayfield Independent School District",NA,33664,2020,"School District",39973443,22922482,2434846,0,0,0,8858964,0,5594086,0,133892,224563,9900943,1207565,12803354,939934,23196491,0,0,0,24136425,FALSE
"169","KY","Leslie County Board of Education",NA,33693,2020,"School District",32598523,19029791,1772537,112373,0,0,6150397,0,4845483,0,388006,235863,9727653,0,13442210,565022,22840704,0,0,0,23405726,FALSE
"170","KY","Lincoln County School District",NA,33696,2020,"School District",49150232,20461780,1013517,1593082,0,0,14780506,0,10416838,0,842264,133195,10013576,68578,33621760,-765503,44602612,0,0,0,43837109,FALSE
"171","KS","Tri-County Special Education Cooperative No. 607",NA,33532,2020,"School District",0,0,0,0,0,0,148757,0,0,0,0,0,0,0,13076908,-320778,13397686,0,0,0,13076908,FALSE
"172","KY","Caverna Independent School District",NA,33615,2020,"School District",7702423,2337414,23409,45187,0,0,2717216,0,2298672,0,273853,11515,2054231,177803,4978378,165954,7055973,0,0,0,7221927,FALSE
"173","MI","Charlotte Public Schools",NA,34398,2020,"School District",123391792,65215219,2770729,0,2157397,0,43687204,0,9535042,0,26201,1946398,7968546,0,25032715,-1481618,36429277,0,0,0,34947659,FALSE
"174","MI","Fitzgerald Public Schools",NA,34525,2020,"School District",106707545,30741434,4945531,0,1600000,0,56791176,0,11989759,0,639645,705268,10080167,0,24899368,-1869597,37554400,0,0,0,35684803,FALSE
"175","MI","Portage Public Schools",NA,34467,2020,"School District",444962391,204065150,18905584,0,0,173615,181740827,0,39542847,0,534368,4073053,17981983,29039,97723503,-5323214,125130792,0,0,0,119807578,FALSE
"176","MO","Gasconade County R-II School District",NA,35216,2020,"School District",0,14570000,0,0,39492,0,0,0,0,0,0,726815,2667845,1225,15753023,99322,19049586,0,0,0,19148908,FALSE
"177","MS","Jefferson Davis County School District",NA,35030,2020,"School District",24470401,0,563773,0,0,1025000,21320416,0,1505974,0,55238,297547,4298604,0,14253162,1939514,16909799,0,0,0,18849313,FALSE
"178","MS","Choctaw County School District",NA,34993,2020,"School District",29257767,0,1918411,179507,0,507070,24707573,0,1717742,0,227464,934731,2234353,0,18604638,3193914,18579808,0,0,0,21773722,FALSE
"179","NH","Fall Mountain Regional School District",NA,35578,2020,"School District",34500633,557754,2141442,876688,0,0,22493070,0,5730346,0,990000,832365,2534431,57038,28696384,-202441,32322659,0,0,0,32120218,FALSE
"180","NH","Merrimack Valley School District",NA,35588,2020,"School District",43621504,0,2223076,171632,0,0,29775207,0,7745029,0,3706560,1358005,2041608,0,38359977,-1734151,43493741,0,0,0,41759590,FALSE
"181","MO","Licking R-VIII School District",NA,35342,2020,"School District",0,0,0,699610,0,0,0,0,0,0,0,569933,1216865,44359,5777130,171041,7437246,0,0,0,7608287,FALSE
"182","MS","Desoto County School District",NA,35002,2020,"School District",562732516,18129118,7316934,0,0,19854000,427633596,0,25138483,0,1258385,11068845,29565162,0,276914907,1531944,316016970,0,0,0,317548914,FALSE
"183","MN","Independent School District No. 256",NA,34835,2020,"School District",45962695,21187079,4082285,267495,0,0,19169831,0,0,3495044,0,1955102,8833635,295649,34504157,-605944,46194487,0,0,0,45588543,FALSE
"184","MO","Malden R-1 School District",NA,35210,2020,"School District",0,2835000,0,0,0,0,0,0,0,0,110025,30351,2639357,0,9906019,425406,12150321,0,0,0,12575727,FALSE
"185","MO","Mansfield R-IV School District",NA,35351,2020,"School District",2711,850000,2711,0,0,0,5513033,0,0,0,0,238969,806384,620539,5741252,207494,7199650,0,0,0,7407144,FALSE
"186","MO","Morgan County R-II School District",NA,35274,2020,"School District",1828708,0,0,1828708,0,0,0,0,0,0,0,320626,3228885,0,12081373,243339,15387545,0,0,0,15630884,FALSE
"187","MS","Newton County School District",NA,35059,2020,"School District",30242124,0,90227,270627,0,2220000,25895383,0,1576138,0,189749,1544167,2741081,124071,13127467,-520205,18056991,0,0,0,17536786,FALSE
"188","SC","Jasper County School District",NA,38347,2020,"School District",105415782,19108950,7913485,15873794,0,0,34017204,0,28163991,0,338358,482491,15709320,0,31085829,5643866,41633774,0,0,0,47277640,FALSE
"189","NV","Washoe County School District",NA,35535,2020,"School District",2191603737,1128410507,94937135,0,0,4626862,716187044,0,196695810,0,35685729,5664600,147832087,1087325,616173653,-10396778,781154443,0,0,0,770757665,FALSE
"190","MS","Yazoo County School District",NA,35095,2020,"School District",29165058,440755,609428,3955000,0,675361,21922237,0,1451119,0,111158,298424,2956640,0,15992960,1219745,18028279,0,0,0,19248024,FALSE
"191","MI","Plymouth-Canton Community Schools",NA,34679,2020,"School District",752961443,291997703,31095608,0,0,0,351560054,0,76540207,0,361239,6907740,49081435,0,167112232,-10089556,233190963,0,0,0,223101407,FALSE
"192","MS","Bay St. Louis-Waveland School District",NA,35010,2020,"School District",33682505,0,327993,0,0,2495000,28894815,0,1710088,0,254609,152760,3695899,0,18089564,-1766434,23704657,0,0,0,21938223,FALSE
"193","NJ","Ridgefield Park Board of Education",NA,35723,2020,"School District",8296579,0,610169,151964,1500000,0,4197874,0,0,0,1836572,5677589,12955082,0,37709968,7867574,48475065,0,0,0,56342639,FALSE
"194","CA","Mccabe Union Elementary School District",NA,146362,2020,"School District",22184205,7515251,1099699,0,0,0,13305298,0,263957,0,0,242469,1382829,0,12673102,-1980822,16279222,0,0,0,14298400,FALSE
"195","TX","Mansfield Independent School District",NA,39198,2020,"School District",1288151972,982092873,82180502,332454,0,0,102362821,0,121183321,0,0,9069891,60107060,0,371581963,-1583413,442342327,357454,0,0,440758914,FALSE
"196","UT","Alpine School District",NA,39330,2020,"School District",1059030997,648087149,146552046,5979882,0,0,185909219,0,66222363,0,4792707,29614652,195882899,4686677,528059534,-10714054,768957816,0,0,0,758243762,FALSE
"197","NY","Walton Central School District",NA,36161,2020,"School District",57311025,4319419,917056,0,0,0,1829786,979366,50051730,0,193034,101943,1604373,18013,20521159,-2949670,25195158,0,0,0,22245488,FALSE
"198","WA","Chimacum School District No. 49",NA,39630,2020,"School District",656791,0,656791,0,0,0,4216795,0,0,0,0,0,0,0,15603074,-579072,16182146,0,0,0,15603074,FALSE
"199","WA","Mercer Island School District No. 400",NA,39641,2020,"School District",3485867,76585000,3485867,0,0,0,21922230,0,0,0,1323726,0,0,0,81259035,-1346577,82605612,0,0,0,81259035,FALSE
"200","WA","Evergreen School District No. 114",NA,39612,2020,"School District",31933965,337625000,31933965,5232971,0,0,113074563,0,0,0,8694971,0,0,0,629162076,74018771,555143305,0,0,0,629162076,FALSE
"201","WA","Hoquiam School District No. 28",NA,39624,2020,"School District",32214,5625000,32214,0,0,0,6872818,0,0,0,666085,0,0,0,27502480,-1293423,28795903,0,0,0,27502480,FALSE
"202","WA","White Salmon Valley School District No. 405-17",NA,39654,2020,"School District",63939,6615000,63939,61489,0,0,4519446,0,0,0,422304,0,0,0,18745024,-1692297,20437321,0,0,0,18745024,FALSE
"203","WA","Federal Way School District No. 210",NA,39636,2020,"School District",44741828,440365000,44741828,791165,0,0,111437399,0,0,0,0,0,0,0,631399763,70249989,561149774,0,0,0,631399763,FALSE
"204","VT","Orleans Central Supervisory Union",NA,39377,2020,"School District",1882297,0,1215005,0,0,0,635284,0,0,0,32008,0,1585529,0,9433145,139356,10879318,0,0,0,11018674,FALSE
"205","NY","Saranac Lake Central School District",NA,36194,2020,"School District",121963950,11143751,1601564,0,0,0,2728071,1720787,105460560,0,1030004,137723,1621912,0,31409259,2671220,30497674,0,0,0,33168894,FALSE
"206","WA","Ocean Beach School District No. 101",NA,39662,2020,"School District",929968,9960000,929968,0,0,0,3697120,0,0,0,205353,0,0,0,25055660,2001261,23054399,0,0,0,25055660,FALSE
"207","WA","Richland School District No. 400",NA,39600,2020,"School District",4217337,188545000,4217337,0,0,0,59237100,0,0,0,4155660,0,0,0,213306615,-29458848,242765464,0,0,0,213306616,FALSE
"208","UT","San Juan School District",NA,39324,2020,"School District",19527191,0,6532621,0,0,0,12545304,0,0,0,449266,993584,18801049,363123,31093854,4265436,46986174,0,0,0,51251610,FALSE
"209","MD","The Board of Education of Dorchester County",NA,40301,2020,"School District",81290029,0,7191701,0,0,0,4001461,0,68630316,0,1132465,3894414,12995624,5344013,66792817,1350853,87676015,0,0,0,89026868,FALSE
"210","NY","Sodus Central School District",NA,36463,2020,"School District",36635064,14875000,1169599,0,0,0,2042934,1516237,17552628,0,994903,354344,4319752,0,27337630,1225481,30786245,0,0,0,32011726,FALSE
"211","WI","Wautoma Area School District",NA,40104,2020,"School District",6345023,4457626,717399,0,0,0,0,1807621,1169998,0,0,1223883,2513764,0,15709778,139106,19308319,0,0,0,19447425,FALSE
"212","MD","Board of Education of Allegany County",NA,40339,2020,"School District",41601743,0,17722218,378666,0,0,5730106,0,15387904,0,2382849,809272,23743516,615437,115441541,292387,140317379,0,0,0,140609766,FALSE
"213","MD","St. Mary's County Public Schools",NA,40284,2020,"School District",468809082,0,30628326,1155840,0,0,13253801,0,418344770,0,5217629,2883483,50051880,16321397,208561978,-11685319,289504057,0,0,0,277818738,FALSE
"214","NJ","East Brunswick Public Schools",NA,40332,2020,"School District",152641599,76333377,14544137,22917792,0,0,35478393,0,0,0,3367900,5063429,4530715,0,191655917,5157401,196092660,1597544,1067690,0,201250061,FALSE
"215","OH","Logan-Hocking Local School District",NA,40308,2020,"School District",85595785,12366318,6228489,1330870,0,0,48552509,0,5507483,2685114,3066448,2311155,11416789,192000,40971267,-3196159,58087370,0,0,0,54891211,FALSE
"216","WY","Johnson County School District No.1",NA,40156,2020,"School District",19504373,0,1650210,130603,0,0,16844837,0,82950,0,795773,279741,1577619,0,24421138,-1311741,27590239,0,0,0,26278498,FALSE
"217","WI","School District of Hartford Joint No.1",NA,40086,2020,"School District",12599221,9885585,2463967,40198,0,0,0,2116271,0,142072,209471,944859,4057989,0,22364612,1810261,25557199,0,0,0,27367460,FALSE
"218","WI","School District of Janesville",NA,40056,2020,"School District",99812175,48827297,19537003,584309,0,0,503504,14573008,24220784,0,6139278,3142927,24310620,72403,112124263,8322515,131327698,0,0,0,139650213,FALSE
"219","WI","Unified School District of Marshfield",NA,40110,2020,"School District",33150016,11753220,1568971,788139,0,236136,0,4947845,17396172,0,1407378,710361,4250302,0,53239960,9284206,48916417,0,0,0,58200623,FALSE
"220","WY","Park County School District No.1",NA,40162,2020,"School District",25006928,0,3623536,0,0,0,21035555,0,0,0,311821,282262,3029858,1484207,27439235,-2586319,34821881,0,0,0,32235562,FALSE
"221","WY","Fremont County School District 25",NA,40150,2020,"School District",32362315,0,1200115,0,0,0,28790307,0,1879688,0,492205,205024,7051453,2134640,40158719,-179572,49729408,0,0,0,49549836,FALSE
"222","IN","South Montgomery Community School Corporation",NA,43573,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,26294777,-1564928,27859705,0,0,0,26294777,FALSE
