"","state.x","name.x","census_id.x","id","year.x","category.x","total_liabilities.x","bonds_outstanding.x","current_liabilities.x","leases.x","loans_outstanding.x","notes_outstanding.x","net_pension_liability.x","net_pension_assets.x","net_opeb_liability.x","net_opeb_assets.x","compensated_absences.x","charges_for_services.x","operating_grants.x","capital_grants.x","general_revenue.x","change_in_net_position.x","expenses.x","total_operating_revenues.x","non_operating_revenues.x","capital_contributions.x","revenues.x","has_unconfirmed.x","state.y","name.y","census_id.y","year.y","category.y","total_liabilities.y","bonds_outstanding.y","current_liabilities.y","leases.y","loans_outstanding.y","notes_outstanding.y","net_pension_liability.y","net_pension_assets.y","net_opeb_liability.y","net_opeb_assets.y","compensated_absences.y","charges_for_services.y","operating_grants.y","capital_grants.y","general_revenue.y","change_in_net_position.y","expenses.y","total_operating_revenues.y","non_operating_revenues.y","capital_contributions.y","revenues.y","has_unconfirmed.y"
"77","PA","Schuylkill Technology Center",NA,38133,2020,"School District",14463662,0,1612335,0,0,0,11415000,0,1252964,0,183363,474443,2539711,0,5579470,179664,8413960,0,0,0,8593624,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","MO","Trenton R-Ix School District",NA,35221,2020,"School District",0,10250000,0,200000,0,0,9451202,0,0,0,0,486451,2247232,19420,18138560,4083255,16808408,0,0,0,20891663,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","MO","School District of University City",NA,35323,2020,"School District",3051316,0,3051316,0,0,0,31455998,0,0,0,0,1170795,4847161,0,45259133,-11447337,62724426,0,0,0,51277089,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","MS","West Bolivar Consolidated School District",NA,57504,2020,"School District",24195415,0,705102,95902,0,835000,20934448,0,1557641,0,67322,832456,3833022,0,12208616,1876677,14997417,0,0,0,16874094,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","OK","Howe Public Schools I-67",NA,65268,2020,"School District",1349267,210000,234452,904815,0,0,0,0,0,0,0,0,0,0,5551217,95676,5455541,0,0,0,5551217,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","OH","Dayton Leadership Academies - Dayton View",NA,65526,2020,"School District",6597020,0,352307,0,540200,0,5141442,0,533123,292542,29948,13200,134974,1035200,3724064,-323711,5231149,0,0,0,4907438,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","NJ","Red Bank Borough School District",NA,35836,2020,"School District",9477252,415000,1026139,0,0,0,8003444,0,0,0,32669,86646,10240912,0,24635626,1245135,33718049,8664626,81653200,0,90317826,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","WV","Southern Educational Services Cooperative",NA,66409,2020,"School District",1861285,0,159089,0,0,0,1148089,0,554107,0,0,2862045,2494714,0,2293901,-67487,7718147,0,0,0,7650660,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","NY","Indian River Central School District",NA,36211,2020,"School District",165761412,41767993,5549436,0,0,0,7522357,4232889,109014847,0,1817406,388230,4954365,480123,91231745,2710207,94344256,0,0,0,97054463,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","OH","Beavercreek City School District",NA,37098,2020,"School District",211987980,80378925,9711393,715782,0,0,104054879,0,10374837,5880364,6752164,4924356,6328288,0,99697116,-9680399,120630159,0,0,0,110949760,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","OH","Goshen Local School District",NA,37030,2020,"School District",51351207,1198753,3246774,263067,0,0,32810614,0,3196706,1896382,2551872,3194202,5624499,0,27440773,-2631907,38891381,0,0,0,36259474,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","PA","Quakertown Community School District",NA,37903,2020,"School District",315886309,143801955,12445077,996358,0,7236000,138523000,0,10948338,0,1935581,902833,17433243,0,95346688,9633585,104049179,0,0,0,113682764,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","PA","Bellwood-Antis School District",NA,37890,2020,"School District",42967144,13565000,2580786,0,0,0,23643968,0,2641316,0,536074,364185,3573708,0,15911848,-84673,19934414,0,0,0,19849741,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","WY","Fremont County School District 1",NA,40147,2020,"School District",24700472,0,1966305,0,0,0,21102272,0,0,0,426215,295360,3797496,3305071,29759759,1018450,36139236,0,1043,0,37157686,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","NJ","Ocean County Vocational Technical School District",NA,40245,2020,"School District",13224595,0,902534,0,0,0,10158870,0,0,0,2163191,165283,7781282,0,30941905,-503229,39391699,142998,12946,0,38888470,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","WI","Oconto Unified School District",NA,40028,2020,"School District",7706426,0,1081838,66290,0,5685000,0,1372374,384082,0,298413,467762,2186749,0,12860811,588177,14927145,0,0,0,15515322,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","WI","School District of Kewaskum",NA,40087,2020,"School District",35980158,26968702,9226777,76861,1717308,2475000,47982,2309479,2397644,0,2348,612502,3554238,61888,21670357,767511,25131474,0,0,0,25898985,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","IN","Eastbrook Community School Corporation",NA,43438,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21074124,325435,20748689,0,0,0,21074124,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","IN","New Prairie United School Corporation",NA,43871,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,46781461,-99635,46881096,0,0,0,46781461,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","SC","Anderson County School District 3",NA,38319,2020,"School District",89227498,0,2529291,0,0,0,31591501,0,25977721,0,0,163498,19067578,0,13432564,-581300,33244940,0,0,0,32663640,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","PA","Central Columbia School District",NA,44867,2020,"School District",97629637,45948782,3385275,0,0,0,42853000,0,3454020,0,1988560,302532,6587951,0,26129008,563290,32456201,0,0,0,33019491,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","NY","Ulster County Board of Cooperative Educational Services",NA,43817,2020,"School District",190392958,0,14600898,627428,0,0,7834515,1869329,163584220,0,753089,76189579,1628039,0,1767573,-17062624,96647816,0,0,0,79585192,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","WY","Uinta County School District No.1",NA,43932,2020,"School District",40005090,0,5377963,196906,0,0,31675823,0,799986,0,1125911,508975,4042935,2160024,41899811,-368531,48980276,0,0,0,48611745,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","MA","Acton-Boxborough Regional School District",NA,44424,2020,"School District",175261265,91016968,5816585,2235720,0,0,31360065,0,39506843,0,3400950,3241703,24956759,2768557,91680421,-1880176,124527616,0,0,0,122647440,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","AZ","Blackwater Community School",NA,45243,2020,"School District",2019819,0,0,0,0,0,0,0,0,0,40640,14483,4587253,0,3386745,-12700813,20689294,0,0,0,7988481,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","IL","Oregon Community Unit School District 220",NA,46172,2020,"School District",8931525,8726500,102006,103019,0,0,1134407,0,8544257,0,0,0,0,0,22324566,-3204167,25528733,0,0,0,22324566,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","IN","School City of Whiting",NA,46944,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17705577,2011923,15693654,0,0,0,17705577,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","NY","Eastchester Union Free School District",NA,47488,2020,"School District",172891343,44975770,6471880,0,3800729,0,5314364,6084808,106006929,0,6321671,3010012,1176253,0,85007858,-4333512,93527635,0,0,0,89194123,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","IL","B-M-P Tri-County Special Education Cooperative",NA,47478,2020,"School District",0,0,0,0,0,0,281747,0,0,0,0,0,0,0,4126358,-83123,4209481,0,0,0,4126358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","CO","Estes Park School District No.R-3",NA,48024,2020,"School District",41284399,17293283,1429530,0,0,0,20784208,0,1021929,0,755449,160439,2476777,0,15366054,4158665,13844605,0,0,0,18003270,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","IL","Glen Ellyn School District 41",NA,48837,2020,"School District",67238711,23356843,4797783,0,4805000,0,5511589,0,28767496,0,0,807584,26904108,0,52453801,-6409,80171902,0,0,0,80165493,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","NY","Morris Central School District",NA,51440,2020,"School District",44523778,3465556,616564,0,0,0,748323,422485,39410246,0,283089,85790,984861,0,10488751,-1954596,13513998,0,0,0,11559402,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","ID","Gooding Joint School District 231",NA,32726,2020,"School District",2272626,0,1060296,0,0,0,1212330,0,0,364185,0,86712,2544429,0,17446185,8525796,11551530,0,0,0,20077326,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","UT","Davis School District",NA,39313,2020,"School District",889548468,590948844,94121474,0,0,0,181144594,0,0,0,11704564,21386187,135905988,0,571185591,34254237,694223529,0,0,0,728477766,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","WI","School District of Beloit Turner",NA,40051,2020,"School District",29012184,24448572,3337261,0,0,0,134625,1946568,1091726,0,0,4182619,2740715,0,15177731,-175118,22276183,0,0,0,22101065,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","WI","School District of Bowler",NA,40068,2020,"School District",1129542,74227,403583,440000,0,0,12103,526452,138109,0,61520,369317,1564955,0,5584836,486846,7032262,0,0,0,7519108,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","MT","Hamilton Public Schools",NA,35418,2020,"School District",31111868,10017802,190390,115029,0,1748152,12234465,0,5740858,0,1065172,208877,2743025,194045,15493458,-769786,19409191,0,0,0,18639405,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","IL","Eastern Illinois Area of Special Education",NA,47463,2020,"School District",1849896,0,1849896,0,0,0,0,0,0,0,0,0,0,0,23610771,642179,22968592,0,0,0,23610771,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","ND","Fort Totten Public School District 30",NA,55980,2020,"School District",3927363,0,384960,0,0,0,3430184,0,26028,0,86191,19186,1247138,0,3117501,428034,3955791,0,0,0,4383825,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","NY","Frontier Central School District",NA,42869,2020,"School District",74336957,26156971,9102627,0,0,15726063,7862822,5365054,8212706,0,4355629,1388126,17186390,0,70703377,-2024842,91302735,0,0,0,89277893,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","MN","Staples-Motley School District No. 2170",NA,34912,2020,"School District",13942471,1742299,2007934,172889,0,0,7862731,0,1556452,0,40122,568515,3126261,0,12622140,756020,15560896,0,0,0,16316916,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","IL","Bi-County Special Education Cooperative",NA,33153,2020,"School District",6933,0,6933,0,0,0,0,0,0,0,0,0,0,0,8480492,-120855,8601347,0,0,0,8480492,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","IN","Franklin Community School Corporation",NA,43872,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,62201019,-5289605,67490624,0,0,0,62201019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","IN","Plainfield Community School Corporation",NA,43453,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,80070667,-154126,80224793,0,0,0,80070667,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","WA","Woodland School District No. 404",NA,43173,2020,"School District",61197158,48990000,61197158,0,0,0,11576115,0,0,0,631043,0,0,0,45600276,1770788,43829488,0,0,0,45600276,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","AL","Conecuh County Board of Education",NA,45002,2020,"School District",33042722,7233742,2324254,0,0,0,15941000,0,7543725,0,0,1123217,16190045,732519,3535355,1770604,19810532,0,0,0,21581136,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","CA","Hope Elementary School District (Tulare County)",NA,67366,2020,"School District",2512179,0,265867,0,0,0,2221721,0,0,0,0,19453,312497,234048,2591645,74240,3083403,0,0,0,3157643,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","AL","Sheffield City Board of Education",NA,30322,2020,"School District",19224270,0,1151578,0,0,3386251,10361000,0,4325441,0,0,850605,8655160,307930,3996143,830830,12979008,0,0,0,13809838,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","AZ","Theodore Roosevelt Boarding School",NA,44599,2020,"School District",93465,0,77648,0,0,0,0,0,0,0,15817,18900,1065157,119160,2460966,856469,2807714,0,0,0,3664183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","AZ","Dilcon Community School Inc",NA,49982,2020,"School District",99261,0,35234,0,0,0,0,0,0,0,64027,56625,1532131,0,3586234,74122,5100868,0,0,0,5174990,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","AZ","Phoenix Elementary School District No.1",NA,30560,2020,"School District",137612849,68692423,5044057,136768,0,0,60922811,0,0,0,2816790,1151016,19830365,686109,66123142,-3946266,91736898,0,0,0,87790632,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","LA","Louisiana Public School Risk Management Agency",NA,76285,2020,"School District",5379482,0,5379482,0,0,0,0,0,0,0,0,0,0,0,3108068,62794,3045274,0,0,0,3108068,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","GA","Lee County Board of Education",NA,70997,2020,"School District",120151930,18552928,7722738,0,0,0,53612705,0,40263560,4516,0,1243656,40714635,77220,30317725,2201356,70151880,0,0,0,72353236,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","MT","Pryor School District No.2 & 3",NA,81637,2020,"School District",2265810,0,62257,0,0,0,2027953,0,61774,0,113826,12368,1924369,0,2008849,-155526,4101112,0,0,0,3945586,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","PA","Bucks County Intermediate Unit 22",NA,151326,2020,"School District",242969300,0,40997809,0,0,0,185633000,0,13354241,0,2984250,72009079,86388091,0,1006199,-1288432,160691803,17489785,247520,0,159403371,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","PA","Delaware Intermediate Unit County",NA,151348,2020,"School District",144604942,0,31140449,0,0,0,107319000,0,4879000,1426576,1266493,9357838,87337851,0,1268015,4014647,93949057,0,0,0,97963704,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","NE","Dixon County School District No. 1",NA,109437,2020,"School District",0,7430000,0,0,0,0,0,0,0,0,0,136918,571730,0,14651518,629526,14730640,0,0,0,15360166,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","OK","Collinsville School District No. I-6",NA,37497,2020,"School District",28947401,6285000,2479603,20182796,0,0,0,0,0,0,0,0,0,0,29958004,2895515,27062488,0,0,0,29958004,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","MA","Freetown-Lakeville Regional School District",NA,46875,2020,"School District",75404059,1895000,2876694,38588,0,274000,9492564,0,60348213,0,479000,1842842,11780519,0,37122164,-1094542,51840067,0,0,0,50745525,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","MT","Wyola School District No. 29",NA,35386,2020,"School District",2044962,0,156403,0,0,0,1791602,0,0,0,96957,3122,2036174,0,402460,-409026,2850782,0,0,0,2441756,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","MN","Independent School District No. 2174",NA,81335,2020,"School District",14932566,0,0,0,0,0,7033941,0,299101,0,0,423095,3780058,228841,8094897,-382380,12909271,0,0,0,12526891,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","MO","Eldon R-I School District",NA,81437,2020,"School District",0,10132354,0,0,0,0,0,0,0,0,0,580203,4717318,239840,20098058,-321118,25956536,0,0,0,25635419,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","MT","Livingston School District No. 4 _ 1",NA,81628,2020,"School District",32688508,12790000,178856,0,0,0,12336902,0,6573469,0,809281,443231,3206054,58833,17354334,143069,20919383,0,0,0,21062452,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","KS","Shawnee Mission Unified School District No. 512",NA,33515,2020,"School District",653458076,342744212,37280294,10613425,0,0,244707453,0,11121419,0,3279332,8287011,75627591,0,298010450,30235852,351689200,0,0,0,381925052,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","NJ","Sayreville Board of Education",NA,82096,2020,"School District",66203115,34240000,6529080,1991012,0,0,19538784,0,0,0,3904241,863657,30011538,0,93786194,-134611,124796000,79374166,111430111,0,190804277,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","NJ","Mainland Regional High School District",NA,82044,2020,"School District",39997922,31109971,674874,572356,0,0,6743287,0,0,0,897434,201453,6698064,0,30211565,1777110,35333971,0,0,0,37111082,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","NM","Cobre Consolidated School District No. 2",NA,82135,2020,"School District",44702327,9410000,124636,0,0,0,27226006,0,7727909,0,118441,105508,4993165,0,16718996,7707053,14110616,0,0,0,21817669,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","OH","Harrisburg Pike Community School",NA,83288,2020,"School District",52037,0,52037,0,0,0,1474408,0,175635,78271,0,0,0,0,3501926,2264788,1237138,0,0,0,3501926,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","OH","Akros Middle School",NA,82431,2020,"School District",1354033,0,45013,31843,75411,0,1136173,0,65593,72461,0,0,0,348321,1190394,72023,1466692,0,0,0,1538715,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","OH","Berne Union Local School District",NA,82582,2020,"School District",0,0,0,1309824,0,312529,10877277,0,493224,0,0,957113,1871218,0,11993593,2162983,12658941,0,0,0,14821924,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","OH","Chippewa Local School District",NA,82764,2020,"School District",34032836,15582255,2213236,263222,0,0,13919136,0,1310646,814827,744341,1239077,1475592,0,13253234,-982363,16950266,0,0,0,15967903,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","OH","College Corner Local School District",NA,82830,2020,"School District",0,0,0,0,0,0,292160,0,28183,16411,0,82107,145104,8468,1197713,8325,1425067,0,0,0,1433392,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","OH","Canton Harbor High School",NA,82705,2020,"School District",1659404,0,80031,0,0,0,1434390,0,144983,79317,0,0,0,323611,1108388,-216519,1648518,1108187,323812,0,1431999,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","WI","School District of Whitefish Bay",NA,40014,2020,"School District",10295704,1045000,843545,0,6695000,0,0,3917192,1250048,6710870,462111,2339205,3388831,0,36164066,5179849,36712253,0,0,0,41892102,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","OH","Buckeye Online School for Success",NA,82667,2020,"School District",7536844,0,1303287,14009,0,111787,5630552,0,477209,324654,0,0,0,624450,4405958,-119676,5150084,0,0,0,5030408,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
