"","id","state","name","ncesID","nces_original_name","students"
"2166","93830","IL","Carterville Community Unit School District No. 5","1708640","Carterville CUSD 5","2152"
"2167","48345","IL","Cary Community Consolidated School District No. 26","1708730","Cary CCSD 26","2470"
"2168","93832","IL","Centralia City Schools District 135","1709270","Centralia SD 135","1234"
"2169","167435","IL","centralia high school district 200","1709300","Centralia HSD 200","874"
"2170","32885","IL","champaign community unit school district 4","1709420","Champaign CUSD 4","10172"
"2171","33109","IL","Chester Community Unit School District No. 139","1709810","Chester CUSD 139","1012"
"2172","198265","IL","Chicago Board of Education","1709930","City of Chicago SD 299","347484"
"2173","32911","IL","Chicago Heights School District No. 170","1709960","Chicago Heights SD 170","2891"
"2174","93833","IL","Christopher Unit School District #99","1700217","Christopher USD 99","753"
"2175","32912","IL","Cicero Public School District No. 99","1710200","Cicero SD 99","10689"
"2176","189341","IL","Clinton Community Unit School District 15","1710440","Clinton CUSD 15","1768"
"2177","53020","IL","Coal City Community Unit School District No.1","1710530","Coal City CUSD 1","2174"
"2178","33078","IL","Collinsville Community Unit School District No. 10","1710650","Collinsville CUSD 10","6183"
"2179","53151","IL","Columbia Community Unit School District No. 4","1710740","Columbia CUSD 4","1965"
"2180","64826","IL","community consolidated school district 59","1713770","Comm Cons SD 59","6426"
"2181","32957","IL","Community Consolidated School District No. 146","1739030","CCSD 146","2401"
"2182","32915","IL","Community Consolidated School District No. 62","1712120","CCSD 62","4448"
"2183","32927","IL","community consolidated schools district 168","1735460","CCSD 168","1301"
"2184","32901","IL","community high school district 218","1706540","CHSD 218","5342"
"2185","32982","IL","community high school district 99","1712570","CHSD 99","4890"
"2186","46229","IL","Community High School District No. 155","1711370","CHSD 155","5777"
"2187","48216","IL","Community High School District No. 94","1740440","CHSD 94","1952"
"2188","32992","IL","community unit school district 200","1742180","CUSD 200","12319"
"2189","43111","IL","Community Unit School District No. 201","1741980","CUSD 201","1343"
"2190","33017","IL","Community Unit School District No. 300","1708550","CUSD 300","20613"
"2191","33030","IL","Community Unit School District No. 308","1730270","CUSD 308","17650"
"2192","32910","IL","consolidated high school district 230","1708400","Cons HSD 230","7441"
"2193","167447","IL","Cook County Midlothian School District No. 143","1725920","Midlothian SD 143","1732"
"2194","32955","IL","Cook County School District No. 104","1706510","Cook County SD 130","3435"
"2195","171229","IL","Country Club Hill School District 160","1711010","Country Club Hills SD 160","1321"
"2196","196564","IL","County of Winnebago School District No. 320","1736600","County of Winnebago SD 320","938"
"2197","33154","IL","cretemonee school district 201u","1711250","Crete Monee CUSD 201U","4496"
"2198","42789","IL","Crystal Lake Community Consolidated School District No. 47","1711350","Crystal Lake CCSD 47","7340"
"2199","33143","IL","Danville Community Consolidated School District No. 118","1711790","Danville CCSD 118","5351"
"2200","167449","IL","Darien School District No. 61","1721450","Darien SD 61","1388"
"2201","99067","IL","Decatur Public School District No. 61","1711850","Decatur SD 61","8756"
"2202","196566","IL","Deerfield Public School District No. 109","1711980","Deerfield SD 109","2889"
"2203","32976","IL","Dekalb Community Unit School District No. 428","1712000","DeKalb CUSD 428","6579"
"2204","46767","IL","Diamond Lake School District No. 76","1712210","Diamond Lake SD 76","918"
"2205","32898","IL","Dolton School District No. 149","1712450","Dolton SD 148","2089"
"2206","1238176","IL","Downers Grove Grade School District No. 58","1712540","Downers Grove GSD 58","5026"
"2207","53113","IL","Dunlap Community Unit School District No. 323","1712700","Dunlap CUSD 323","4592"
"2208","32990","IL","Dupage County School District No. 45","1740350","SD 45 DuPage County","3306"
"2209","32993","IL","Dupage High School District No. 88","1713940","DuPage HSD 88","3923"
"2210","33121","IL","Dupo Community Unit School District No. 196","1712720","Dupo CUSD 196","1003"
"2211","33105","IL","Duquoin Community Unit School District 300","1712760","Du Quoin CUSD 300","1489"
"2212","33079","IL","East Alton Elementary School District No. 13","1712960","East Alton SD 13","770"
"2213","32917","IL","East Maine School District No. 63","1713140","East Maine SD 63","3489"
"2214","33112","IL","east moline school district 37","1713170","East Moline SD 37","2719"
"2215","44955","IL","East Peoria Community High School District No. 309","1713230","East Peoria CHSD 309","997"
"2216","33137","IL","East Peoria Elementary School District No. 86","1713240","East Peoria SD 86","1543"
"2217","47463","IL","Eastern Illinois Area of Special Education","1700023","Eastern IL Area of Spec Educ","339"
"2218","33080","IL","edwardsville community unit school district 7","1713530","Edwardsville CUSD 7","7560"
"2219","32997","IL","Effingham Community Unit School District No. 40","1713560","Effingham CUSD 40","2417"
"2220","32961","IL","Eisenhower Cooperative","1700312","Eisenhower Cooperative","286"
"2221","167451","IL","El-Paso Gridley Community Unit School District No. 11","1700326","El Paso-Gridley CUSD 11","1203"
"2222","33128","IL","Eldorado Community Unit School District #4","1713660","Eldorado CUSD 4","1173"
"2223","32951","IL","elementary school district 159","1736300","ESD 159","1827"
"2224","32981","IL","elmhurst community unit school district 205","1713970","Elmhurst SD 205","8596"
"2225","33103","IL","elmwood park community unit school district 401","1714100","Elmwood Park CUSD 401","2784"
"2226","54668","IL","elwood community consolidated school district 203","1714160","Elwood CCSD 203","298"
"2227","93848","IL","Evanston Township High School District No. 202","1714490","Evanston Twp HSD 202","3620"
"2228","32919","IL","evergreen park elementary school district 124","1714550","Evergreen Park ESD 124","1896"
"2229","167454","IL","Farmington Central Community Unit School District No. 265","1700044","Farmington Central CUSD 265","1322"
"2230","47193","IL","Fenton High School District No. 100","1715030","Fenton CHSD 100","1430"
"2231","65556","IL","fieldcrest community unit district 6","1715100","Fieldcrest CUSD 6","942"
"2232","32890","IL","flora community unit school district 35","1715400","Flora CUSD 35","1348"
"2233","46231","IL","Flossmoor School District No. 161","1715420","Flossmoor SD 161","2318"
"2234","32914","IL","Ford Heights School District No. 169","1710950","Ford Heights SD 169","437"
"2235","167456","IL","Forest Ridge School District No. 142","1715480","Forest Ridge SD 142","1651"
"2236","33100","IL","Four Rivers Special Education District No. 801","1700080","Four Rivers Spec Educ Dist","82"
"2237","65259","IL","Fox Lake Grade School District No. 114","1715630","Fox Lake GSD 114","707"
"2238","32999","IL","frankfort community unit school district 168","1741580","Frankfort CUSD 168","1642"
"2239","167458","IL","Franklin Park Public School District No. 84","1715780","Franklin Park SD 84","1390"
"2240","167459","IL","Franklin-Jefferson County Special Education District","1700048","Franklin-Jefferson Co Sp Ed Dist","41"
"2241","33135","IL","Freeport School District No. 145","1715900","Freeport SD 145","3715"
"2242","33031","IL","Galesburg Community Unit School District No. 205","1716080","Galesburg CUSD 205","4209"
"2243","33005","IL","Geneseo Community Unit School District No. 228","1716350","Geneseo CUSD 228","2579"
"2244","196568","IL","Geneva Community Unit School District No. 304","1716380","Geneva CUSD 304","5537"
"2245","56601","IL","Genoa-Kingston Community Unit School District No. 424","1716410","Genoa Kingston CUSD 424","1584"
"2246","167463","IL","Georgetown-Ridge Farm Comm Unit School No. 4","1700092","Georgetown-Ridge Farm CUD 4","930"
"2247","196569","IL","Gibson -Melvin-Sibley Community Unit School District No. 5","1700041","Gibson City-Melvin-Sibley CUSD 5","1002"
"2248","48837","IL","Glen Ellyn School District 41","1716800","Glen Ellyn SD 41","3622"
"2249","150795","IL","Glenbard Township High School District No. 87","1716830","Glenbard Twp HSD 87","8032"
"2250","33086","IL","granite city community unit school district 9","1717280","Granite City CUSD 9","5990"
"2251","47261","IL","Grayslake Community Consolidated School District No. 46","1717520","Grayslake CCSD 46","3695"
"2252","40488","IL","Grundy County Special Education Cooperative","1701393","Grundy County Spec Educ Coop","10"
"2253","65598","IL","Gurnee Grade School District No. 56","1717800","Gurnee SD 56","1966"
