"","state","acfrs_original_name","id"
"4760","TX","Hamlin Independent School District","163626"
"4761","TX","Greenwood Independent School District","53218"
"4762","TX","Edgewood Independent School District","38814"
"4763","TX","Hallettsville Independent School District","163623"
"4764","TX","Friendswood Independent School District","38950"
"4765","TX","Groveton Independent School District","39217"
"4766","TX","Hamshire-Fannett Independent School District","39042"
"4767","TX","El Campo Independent School District","39241"
"4768","TX","Everman Independent School District","39193"
"4769","TX","Gustine Independent School District","163621"
"4770","TX","Gorman Independent School District","38913"
"4771","TX","Groom Independent School District","163619"
"4772","TX","Hale Center Independent School District","38974"
"4773","TX","Era Independent School District","163569"
"4774","TX","Ector Independent School District","163559"
"4775","TX","Eden Consolidated Independent School District","163560"
"4776","TX","Edna Independent School District","39036"
"4777","TX","Gruver Independent School District","163620"
"4778","TX","Harlandale Independent School District","38816"
"4779","TX","Hays Consolidated Independent School District","163645"
"4780","TX","Education Service Center Region 11","40486"
"4781","TX","Education Service Center Region 10","45474"
"4782","TX","Hearne Independent School District","39155"
"4783","TX","Hallsville Independent School District","39003"
"4784","TX","Edinburg Consolidated Independent School District","163561"
"4785","TX","Graford Independent School District","163612"
"4786","TX","Etoile Independent School District","163572"
"4787","TX","Highland Park Independent School District","45440"
"4788","TX","Eula Independent School District","163573"
"4789","TX","Gunter Independent School District","38959"
"4790","TX","Elkhart Independent School District","38785"
"4791","TX","Happy Independent School District","163627"
"4792","TX","Goose Creek Consolidated Independent School District","163609"
"4793","TX","Hamilton Independent School District","163625"
"4794","TX","Harrold Independent School District","163639"
"4795","TX","Evant Independent School District","163575"
"4796","TX","Hardin Independent School District","42791"
"4797","TX","Guthrie Community School District","163622"
"4798","TX","Education Service Center Region XIV","40358"
"4799","TX","Follett Independent School District","163585"
"4800","TX","Harleton Independent School District","163628"
"4801","TX","Harmony Independent School District","163630"
"4802","TX","Harper Independent School District","163638"
"4803","TX","Hardin-Jefferson Independent School District","38980"
"4804","TX","Frisco Independent School District","38875"
"4805","TX","Hart Independent School District","99175"
"4806","TX","Gonzales Independent School District","229757"
"4807","TX","Hawley Independent School District","163644"
"4808","TX","Harts Bluff Independent School District","163641"
"4809","TX","Hubbard Independent School District","163660"
"4810","TX","Goodrich Independent School District","163607"
"4811","TX","Hemphill Independent School District","39162"
"4812","TX","Hallsburg Independent School District","163624"
"4813","TX","Italy Independent School District","163676"
"4814","TX","Hartley Independent School District","163640"
"4815","TX","Gladewater Independent School District","43109"
"4816","TX","Hitchcock Independent School District","38952"
"4817","TX","Hedley Independent School District","163646"
"4818","TX","Hereford Independent School District","38901"
"4819","TX","High Island Independent School District","163652"
"4820","TX","Gary Independent School District","163597"
"4821","TX","Hawkins Independent School District","163643"
"4822","TX","Hico Independent School District","163650"
"4823","TX","Hurst-Euless-Bedford Independent School District","152919"
"4824","TX","Ft Hancock Independent School District","39032"
"4825","TX","Ira Independent School District","163672"
"4826","TX","Granger Independent School District","163616"
"4827","TX","Hermleigh Independent School District","163649"
"4828","TX","Henrietta Independent School District","38873"
"4829","TX","Henderson Independent School District","39159"
"4830","TX","Hidalgo Independent School District","39016"
"4831","TX","Friona Independent School District","39138"
"4832","TX","Hempstead Independent School District","39233"
"4833","TX","Harris County Department of Education","40864"
"4834","TX","Higgins Independent School District","163651"
"4835","TX","Gregory-Portland Independent School District","39167"
"4836","TX","Gainesville Independent School District","38886"
"4837","TX","Highland Independent School District","163654"
"4838","TX","Grapevine-Colleyville Independent School District","42252"
"4839","TX","Jacksboro Independent School District","163677"
"4840","TX","Glen Rose Independent School District","39184"
"4841","TX","Howe Independent School District","163659"
"4842","TX","Huckabay Independent School District","163661"
"4843","TX","Junction Independent School District","163685"
"4844","TX","Karnes City Independent School District","163686"
"4845","TX","Galveston Independent School District","38951"
"4846","TX","Holliday Independent School District","163655"
"4847","TX","Jim Ned Consolidated Independent School District","163681"
"4848","TX","La Porte Independent School District","38992"
"4849","TX","Kemp Independent School District","39057"
"4850","TX","Garrison Independent School District","39115"
"4851","TX","Lago Vista Independent School District","163703"
"4852","TX","La Villa Independent School District","57273"
"4853","TX","Holland Independent School District","38809"
"4854","TX","Lake Dallas Independent School District","38904"
"4855","TX","Ingleside Independent School District","95781"
"4856","TX","Killeen Independent School District","38810"
"4857","TX","Houston Independent School District","38988"
"4858","TX","Fort Elliott Consolidated Independent School District","163588"
"4859","TX","Hooks Independent School District","38829"
"4860","TX","Jarrell Independent School District","45489"
"4861","TX","Klein Independent School District","38991"
"4862","TX","Kerens Independent School District","163692"
"4863","TX","Jonesboro Independent School District","163683"
"4864","TX","Ingram Independent School District","47632"
"4865","TX","La Gloria Independent School District","163702"
"4866","TX","Garner Independent School District","163596"
"4867","TX","Knippa Independent School District","163696"
"4868","TX","Kennedale Independent School District","39197"
"4869","TX","Kopperl Independent School District","163698"
"4870","TX","Hutto Independent School District","52805"
"4871","TX","Iraan-Sheffield Independent School District","163673"
"4872","TX","Industrial Independent School District","163666"
"4873","TX","Huntington Independent School District","38792"
"4874","TX","Jayton-Girard Independent School District","163678"
"4875","TX","Kennard Independent School District","163691"
"4876","TX","Kermit Independent School District","39256"
"4877","TX","Jasper Independent School District","39037"
"4878","TX","Garland Independent School District","38895"
"4879","TX","Hughes Springs Independent School District","65065"
"4880","TX","Itasca Independent School District","65072"
"4881","TX","Jefferson Independent School District","39088"
"4882","TX","Idalou Independent School District","163664"
"4883","TX","Kilgore Independent School District","38965"
"4884","TX","Kaufman Independent School District","39056"
"4885","TX","Honey Grove Independent School District","163656"
"4886","TX","Hull Daisetta Independent School District","65075"
"4887","TX","Jim Hogg County Independent School District","163680"
"4888","TX","Kress Independent School District","163699"
"4889","TX","Grandview-Hopkins Independent School District","163615"
"4890","TX","Iredell Independent School District","163674"
"4891","TX","Humble Independent School District","44074"
"4892","TX","Lamar Consolidated Independent School District","163705"
"4893","TX","Kountze Independent School District","38978"
"4894","TX","Iola Independent School District","163670"
"4895","TX","Hondo Independent School District","39095"
"4896","TX","Klondike Independent School District","163695"
"4897","TX","Hunt Independent School District","163663"
"4898","TX","Ganado Independent School District","163595"
"4899","TX","Irving Independent School District","38896"
"4900","TX","Huffman Independent School District","38989"
"4901","TX","La Joya Independent School District","39023"
"4902","TX","Krum Independent School District","163700"
"4903","TX","Lamesa Independent School District","38900"
"4904","TX","Kerrville Independent School District","39061"
"4905","TX","Jacksonville Independent School District","38869"
"4906","TX","Huntsville Independent School District","39231"
"4907","TX","Hudson Independent School District","48677"
"4908","TX","Karnack Independent School District","39004"
"4909","TX","La Grange Independent School District","38935"
"4910","TX","Goliad Independent School District","65070"
"4911","TX","Galena Park Independent School District","38986"
"4912","TX","Lancaster Independent School District","38897"
"4913","TX","Lexington Independent School District","65178"
"4914","TX","Katy Independent School District","38990"
"4915","TX","Keller Independent School District","229846"
"4916","TX","Judson Independent School District","43407"
"4917","TX","Loop Independent School District","163732"
"4918","TX","Livingston Independent School District","39141"
"4919","TX","Little Cypress-Mauriceville Consolidated Independent School District","163726"
"4920","TX","Lake Worth Independent School District","39199"
"4921","TX","Kelton Independent School District","163689"
"4922","TX","Levelland Independent School District","39027"
"4923","TX","La Feria Independent School District","38856"
"4924","TX","Little Elm Independent School District","38906"
"4925","TX","Gholson Independent School District","163602"
"4926","TX","Lipan Independent School District","163725"
"4927","TX","Lohn Independent School District","163728"
"4928","TX","Lackland Independent School District","38818"
"4929","TX","Keene Independent School District","39050"
"4930","TX","Kenedy County Wide Community School District","163690"
"4931","TX","La Pryor Independent School District","39264"
"4932","TX","Leon Independent School District","163717"
"4933","TX","Kirbyville Consolidated Independent School District","163694"
"4934","TX","Fort Stockton Independent School District","39139"
"4935","TX","Lumberton Independent School District","42913"
"4936","TX","Lake Travis Independent School District","39216"
"4937","TX","Lytle Independent School District","38796"
"4938","TX","Kenedy Independent School District","39054"
"4939","TX","Leary Independent School District","163712"
"4940","TX","Lyford Consolidated Independent School District","163738"
"4941","TX","Jourdanton Independent School District","38795"
"4942","TX","Laneville Independent School District","163706"
"4943","TX","La Vernia Independent School District","39255"
"4944","TX","Littlefield Independent School District","39065"
"4945","TX","Longview Independent School District","38966"
"4946","TX","Joshua Independent School District","39049"
"4947","TX","George West Independent School District","65275"
"4948","TX","Lampasas Independent School District","39067"
"4949","TX","Lapoynor Independent School District","163707"
"4950","TX","Glasscock County Independent School District","163603"
"4951","TX","London Independent School District","163729"
"4952","TX","Gilmer Independent School District","39221"
"4953","TX","Lasara Independent School District","57460"
"4954","TX","Llano Independent School District","39077"
"4955","TX","Mathis Independent School District","39169"
"4956","TX","Gold Burg Independent School District","163604"
"4957","TX","Miles Independent School District","163794"
"4958","TX","Mcleod Independent School District","163781"
"4959","TX","Leveretts Chapel Independent School District","163719"
"4960","TX","Miami Independent School District","163789"
"4961","TX","Godley Independent School District","39048"
"4962","TX","Marlin Independent School District","38933"
"4963","TX","Meadow Independent School District","163783"
"4964","TX","Lueders-Avoca Independent School District","163737"
"4965","TX","Marathon Independent School District","163771"
"4966","TX","Giddings Independent School District","39069"
"4967","TX","Matagorda Independent School District","163776"
"4968","TX","Marble Falls Independent School District","38848"
"4969","TX","Mabank Independent School District","39058"
"4970","TX","Luling Independent School District","38850"
"4971","TX","Lubbock-Cooper Independent School District","42831"
"4972","TX","Liberty-Eylau Independent School District","38828"
"4973","TX","Malta Independent School District","163741"
"4974","TX","Mckinney Independent School District","38876"
"4975","TX","Lockhart Independent School District","38849"
"4976","TX","Lingleville Independent School District","163724"
"4977","TX","Mcgregor Independent School District","44560"
"4978","TX","Martinsville Independent School District","163774"
"4979","TX","Milford Independent School District","163795"
"4980","TX","Latexo Independent School District","163708"
"4981","TX","Lindale Independent School District","39179"
"4982","TX","Los Fresnos Consolidated Independent School District","163734"
"4983","TX","Lorenzo Independent School District","42823"
"4984","TX","Martins Mill Independent School District","163773"
"4985","TX","Mildred Independent School District","163793"
"4986","TX","Lometa Independent School District","65553"
"4987","TX","Lovelady Independent School District","163736"
"4988","TX","Meyersville Independent School District","163788"
"4989","TX","Maud Independent School District","163777"
"4990","TX","Medina Independent School District","163785"
"4991","TX","Leander Independent School District","39252"
"4992","TX","Lewisville Independent School District","38905"
"4993","TX","Mcdade Independent School District","163779"
"4994","TX","Mart Independent School District","65559"
"4995","TX","Gordon Independent School District","163610"
"4996","TX","Leakey Independent School District","163711"
"4997","TX","Leonard Independent School District","163718"
"4998","TX","Leggett Independent School District","163716"
"4999","TX","Lazbuddie Independent School District","163709"
"5000","TX","Lefors Independent School District","163713"
"5001","TX","Melissa Independent School District","51558"
"5002","TX","Manor Independent School District","39213"
"5003","TX","Mccamey Independent School District","39223"
"5004","TX","Mansfield Independent School District","39198"
"5005","TX","Malakoff Independent School District","39013"
"5006","TX","Lone Oak Independent School District","163730"
"5007","TX","Freer Independent School District","38912"
"5008","TX","Lorena Independent School District","53971"
"5009","TX","Liberty Hill Independent School District","47664"
"5010","TX","Mcmullen County Independent School District","164051"
"5011","TX","Marion Independent School District","38970"
"5012","TX","Midlothian Independent School District","38919"
"5013","TX","Lockney Independent School District","163727"
"5014","TX","Liberty Independent School District","39073"
"5015","TX","Louise Independent School District","163735"
"5016","TX","Menard Independent School District","39097"
"5017","TX","Mercedes Independent School District","39017"
"5018","TX","Lubbock Independent School District","39079"
"5019","TX","Midway Independent School District","39083"
"5020","TX","Lindsay Independent School District","163723"
"5021","TX","Fredericksburg Independent School District","47631"
"5022","TX","Linden-Kildare Consolidated Independent School District","163722"
"5023","TX","Midland Independent School District","39098"
"5024","TX","Memphis Independent School District","65071"
"5025","TX","Medina Valley Independent School District","39096"
"5026","TX","Lovejoy Independent School District","53926"
"5027","TX","Georgetown Independent School District","39251"
"5028","TX","Milano Independent School District","229938"
"5029","TX","Mesquite Independent School District","38898"
"5030","TX","Nacogdoches Independent School District","39116"
"5031","TX","Marfa Independent School District","163772"
"5032","TX","Montague Independent School District","163799"
"5033","TX","Grady Independent School District","163611"
"5034","TX","Navarro Independent School District","38971"
"5035","TX","Mount Pleasant Independent School District","39206"
"5036","TX","Mexia Independent School District","39076"
"5037","TX","Grand Prairie Independent School District","47078"
"5038","TX","Mason Independent School District","163775"
"5039","TX","Malone Independent School District","163740"
"5040","TX","Frankston Independent School District","163590"
"5041","TX","Magnolia Independent School District","39106"
"5042","TX","Millsap Independent School District","163797"
"5043","TX","North Zulch Independent School District","163824"
"5044","TX","Mineola Independent School District","39259"
"5045","TX","Fort Sam Houston Independent School District","163594"
"5046","TX","Mineral Wells Independent School District","39132"
"5047","TX","Miller Grove Independent School District","163796"
"5048","TX","North Lamar Independent School District","95784"
"5049","TX","Mullin Independent School District","163810"
"5050","TX","Murchison Independent School District","163813"
"5051","TX","Northwest Independent School District","56515"
"5052","TX","Mcallen Independent School District","42615"
"5053","TX","Meridian Independent School District","49564"
"5054","TX","Marshall Independent School District","39005"
"5055","TX","Moulton Independent School District","163806"
"5056","TX","Mount Enterprise Independent School District","163808"
"5057","TX","Mclean Independent School District","163780"
"5058","TX","Motley County Independent School District","164052"
"5059","TX","Maypearl Independent School District","99178"
"5060","TX","Graham Independent School District","39261"
"5061","TX","Mount Calm Independent School District","163807"
"5062","TX","Frenship Independent School District","39078"
"5063","TX","Northside Independent School District","38820"
"5064","TX","Newcastle Independent School District","163818"
"5065","TX","Onalaska Independent School District","39142"
"5066","TX","Nazareth Independent School District","163814"
"5067","TX","Grandfalls-Royalty Independent School District","163613"
"5068","TX","Mumford Independent School District","163811"
"5069","TX","Moody Independent School District","39084"
"5070","TX","Plains Independent School District","163854"
"5071","TX","O'donnell Independent School District","163830"
"5072","TX","Oglesby Independent School District","163832"
"5073","TX","New Home Independent School District","163817"
"5074","TX","Grand Saline Independent School District","39226"
"5075","TX","North Hopkins Independent School District","163822"
"5076","TX","New Boston Independent School District","38830"
"5077","TX","Morgan Independent School District","163802"
"5078","TX","Orange Grove Independent School District","52107"
"5079","TX","Pflugerville Independent School District","39214"
"5080","TX","Navasota Independent School District","38969"
"5081","TX","Nordheim Independent School District","163820"
"5082","TX","Neches Independent School District","163815"
"5083","TX","Granbury Independent School District","39028"
"5084","TX","New Braunfels Independent School District","38882"
"5085","TX","New Caney Independent School District","39108"
"5086","TX","Palmer Independent School District","47521"
"5087","TX","Palo Pinto Independent School District","163840"
"5088","TX","Ore City Independent School District","39222"
"5089","TX","Muenster Independent School District","163809"
"5090","TX","New Deal Independent School District","65547"
"5091","TX","Olfen Independent School District","163833"
"5092","TX","Munday Consolidated Independent School District","163812"
"5093","TX","Pearsall Independent School District","38945"
"5094","TX","Grandview Independent School District","163614"
"5095","TX","Pettus Independent School District","163852"
"5096","TX","Nocona Independent School District","39104"
"5097","TX","Newton Independent School District","44809"
"5098","TX","Paint Creek Independent School District","163838"
"5099","TX","Olton Independent School District","39066"
"5100","TX","Morton Independent School District","163804"
"5101","TX","Franklin Independent School District","39154"
"5102","TX","Nixon-Smiley Consolidated Independent School District","163819"
"5103","TX","Odem-Edroy Independent School District","39170"
"5104","TX","Pampa Independent School District","38958"
"5105","TX","Palacios Independent School District","39090"
"5106","TX","Paradise Independent School District","163844"
"5107","TX","Rains Independent School District","42201"
"5108","TX","Olney Independent School District","39262"
"5109","TX","Pasadena Independent School District","38993"
"5110","TX","Paris Independent School District","39062"
"5111","TX","Patton Springs Independent School District","163846"
"5112","TX","Pearland Independent School District","38837"
"5113","TX","New Summerfield Independent School District","46397"
"5114","TX","New Diana Independent School District","163816"
"5115","TX","Normangee Independent School District","163821"
"5116","TX","New Waverly Independent School District","39232"
"5117","TX","Needville Independent School District","38939"
"5118","TX","North East Independent School District","38819"
"5119","TX","Montgomery Independent School District","39107"
"5120","TX","Nursery Independent School District","163828"
"5121","TX","Panhandle Independent School District","163841"
"5122","TX","Pawnee Independent School District","163847"
"5123","TX","Panther Creek Consolidated Independent School District","163843"
"5124","TX","Monahans-Wickett-Pyote Independent School District","229944"
"5125","TX","Natalia Independent School District","51549"
"5126","TX","Pleasant Grove Independent School District","38831"
"5127","TX","Plano Independent School District","38877"
"5128","TX","Mount Vernon Independent School District","56656"
"5129","TX","Moran Independent School District","163801"
"5130","TX","Port Neches-Groves Independent School District","39041"
"5131","TX","Muleshoe Independent School District","38801"
"5132","TX","Nueces Canyon Consolidated Independent School District","163827"
"5133","TX","Petersburg Independent School District","163850"
"5134","TX","Perryton Independent School District","95786"
"5135","TX","Ponder Independent School District","163856"
"5136","TX","Morgan Mill Independent School District","163803"
"5137","TX","Port Arthur Independent School District","39040"
"5138","TX","Pewitt Consolidated Independent School District","163853"
"5139","TX","Perrin-Whitt Consolidated Independent School District","163849"
"5140","TX","Peaster Independent School District","49374"
"5141","TX","Plainview Independent School District","38975"
"5142","TX","Post Independent School District","38957"
"5143","TX","Orangefield Independent School District","39130"
"5144","TX","Pecos-Barstow-Toyah Independent School District","39152"
"5145","TX","Ramirez Community School District","163870"
"5146","TX","Palestine Independent School District","38786"
"5147","TX","Round Top-Carmine Independent School District","163918"
"5148","TX","Premont Independent School District","51574"
"5149","TX","Paint Rock Independent School District","163839"
"5150","TX","Pilot Point Independent School District","45415"
"5151","TX","Pleasanton Independent School District","38797"
"5152","TX","Sanger Independent School District","38907"
"5153","TX","Rising Star Independent School District","163907"
"5154","TX","Pittsburg Independent School District","38864"
"5155","TX","Point Isabel Independent School District","38858"
"5156","TX","Plemons-Stinnett-Phillips Consolidated Independent School District","163855"
"5157","TX","San Augustine Independent School District","39163"
"5158","TX","San Benito Consolidated Independent School District","163927"
"5159","TX","Penelope Independent School District","163848"
"5160","TX","Paducah Independent School District","163837"
"5161","TX","San Antonio Independent School District","38823"
"5162","TX","Salado Independent School District","65669"
"5163","TX","Presidio Independent School District","39147"
"5164","TX","San Vicente Independent School District","163932"
"5165","TX","S and S Consolidated Independent School District","230083"
"5166","TX","Pine Tree Independent School District","38967"
"5167","TX","Poolville Independent School District","163857"
"5168","TX","Prairiland Independent School District","163863"
"5169","TX","San Perlita Independent School District","163931"
"5170","TX","Schulenburg Independent School District","38936"
"5171","TX","Pottsboro Independent School District","38960"
"5172","TX","Stamford Independent School District","39052"
"5173","TX","Schleicher Independent School District","163939"
"5174","TX","Snook Independent School District","163956"
"5175","TX","Poteet Independent School District","38798"
"5176","TX","Spurger Independent School District","163966"
"5177","TX","Sharyland Independent School District","39022"
"5178","TX","Sheldon Independent School District","38994"
"5179","TX","Santo Independent School District","163936"
"5180","TX","Santa Fe Independent School District","38953"
"5181","TX","San Elizario Independent School District","43102"
"5182","TX","San Diego Independent School District","56113"
"5183","TX","Sierra Blanca Independent School District","163948"
"5184","TX","Seminole Independent School District","38947"
"5185","TX","Sidney Independent School District","163947"
"5186","TX","Robstown Independent School District","43235"
"5187","TX","Sanford-Fritch Independent School District","163933"
"5188","TX","Savoy Independent School District","163937"
"5189","TX","Shelbyville Independent School District","39176"
"5190","TX","Shepherd Independent School District","39165"
"5191","TX","Santa Anna Independent School District","163934"
"5192","TX","Quinlan Independent School District","230011"
"5193","TX","Santa Gertrudis Independent School District","163935"
"5194","TX","San Saba Independent School District","88441"
"5195","TX","Round Rock Independent School District","39253"
"5196","TX","Smithville Independent School District","38805"
"5197","TX","Shamrock Independent School District","39242"
"5198","TX","Silverton Independent School District","163949"
"5199","TX","Sherman Independent School District","38961"
"5200","TX","San Felipe Del Rio Consolidated Independent School District","163928"
"5201","TX","Rivercrest Independent School District","163908"
"5202","TX","Prosper Independent School District","54241"
"5203","TX","River Road Independent School District","39145"
"5204","TX","Somerville Independent School District","163957"
"5205","TX","Shiner Independent School District","163946"
"5206","TX","Silsbee Independent School District","38979"
"5207","TX","Randolph Field Independent School District","38821"
"5208","TX","Seymour Independent School District","163945"
"5209","TX","Skidmore-Tynan Independent School District","163952"
"5210","TX","Roosevelt Independent School District","39080"
"5211","TX","Rochelle Independent School District","163912"
"5212","TX","Slaton Independent School District","39081"
"5213","TX","Robert Lee Independent School District","163910"
"5214","TX","Smyer Independent School District","163955"
"5215","TX","Simms Independent School District","163950"
"5216","TX","Slidell Independent School District","163953"
"5217","TX","Sonora Independent School District","163958"
"5218","TX","Rockdale Independent School District","39101"
"5219","TX","Robinson Independent School District","39085"
"5220","TX","Saltillo Independent School District","163925"
"5221","TX","Roscoe Collegiate Independent School District","163916"
"5222","TX","Rotan Independent School District","163917"
"5223","TX","Region 17 Education Service Center","40357"
"5224","TX","Santa Maria Independent School District","53341"
"5225","TX","San Marcos Consolidated Independent School District","163930"
"5226","TX","Sealy Independent School District","38800"
"5227","TX","Seagraves Independent School District","38946"
"5228","TX","Rusk Independent School District","38870"
"5229","TX","Rosebud-Lott Independent School District","65069"
"5230","TX","Royse City Independent School District","43617"
"5231","TX","Rocksprings Independent School District","163913"
"5232","TX","Splendora Independent School District","39109"
"5233","TX","Springlake-Earth Independent School District","163964"
"5234","TX","Spring Branch Independent School District","38995"
"5235","TX","Royal Independent School District","43682"
"5236","TX","Rockwall Independent School District","39156"
"5237","TX","Runge Independent School District","65454"
"5238","TX","Sam Rayburn Independent School District","65437"
"5239","TX","South Texas Independent School District","38863"
"5240","TX","Sinton Independent School District","39171"
"5241","TX","Southwest Independent School District","38826"
"5242","TX","Roma Independent School District","39186"
"5243","TX","Port Aransas Independent School District","88409"
"5244","TX","Rogers Independent School District","163914"
"5245","TX","Riviera Independent School District","163909"
"5246","TX","Scurry-Rosser Independent School District","163942"
"5247","TX","Southland Independent School District","163960"
"5248","TX","Sabinal Independent School District","39224"
"5249","TX","Spring Hill Independent School District","45284"
"5250","TX","Sabine Independent School District","38968"
"5251","TX","Rankin Independent School District","163873"
"5252","TX","Sabine Pass Independent School District","163923"
"5253","TX","Saint Jo Independent School District","163924"
"5254","TX","Socorro Independent School District","38923"
"5255","TX","Spearman Independent School District","65457"
"5256","TX","Spring Creek Independent School District","163963"
"5257","TX","Springtown Independent School District","88456"
"5258","TX","San Isidro Independent School District","163929"
"5259","TX","Ropes Independent School District","163915"
"5260","TX","Spring Independent School District","38996"
"5261","TX","South San Antonio Independent School District","38824"
"5262","TX","Region III Education Service Center","39230"
"5263","TX","Sivells Bend Independent School District","163951"
"5264","TX","Sundown Independent School District","163977"
"5265","TX","Stanton Independent School District","99181"
"5266","TX","Region 16 Education Service Center","39146"
"5267","TX","Spur Independent School District","163965"
"5268","TX","Somerset Independent School District","42701"
"5269","TX","Sunnyvale Independent School District","163978"
"5270","TX","Timpson Independent School District","39177"
"5271","TX","Shallowater Independent School District","47688"
"5272","TX","Poth Independent School District","163860"
"5273","TX","Seguin Independent School District","38973"
"5274","TX","Tidehaven Independent School District","39091"
"5275","TX","Princeton Independent School District","38878"
"5276","TX","Thorndale Independent School District","163996"
"5277","TX","Thrall Independent School District","163997"
"5278","TX","Troup Independent School District","152975"
"5279","TX","Strawn Independent School District","163974"
"5280","TX","Ranger Independent School District","163872"
"5281","TX","Terlingua Community School District","163980"
"5282","TX","Victoria Independent School District","39229"
"5283","TX","Tulia Independent School District","39188"
"5284","TX","Troy Independent School District","47629"
"5285","TX","Tenaha Independent School District","46302"
"5286","TX","Rice Consolidated Independent School District","163899"
"5287","TX","Tom Bean Independent School District","164003"
"5288","TX","Walcott Independent School District","164032"
"5289","TX","Trent Independent School District","164005"
"5290","TX","Vega Independent School District","164025"
"5291","TX","Stockdale Independent School District","163972"
"5292","TX","Tatum Independent School District","39160"
"5293","TX","Ralls Independent School District","42593"
"5294","TX","Tahoka Independent School District","65076"
"5295","TX","Taylor Independent School District","43027"
"5296","TX","Van Vleck Independent School District","39092"
"5297","TX","Water Valley Independent School District","164035"
"5298","TX","Texas City Independent School District","38954"
"5299","TX","Sweet Home Independent School District","163979"
"5300","TX","Taft Independent School District","39172"
"5301","TX","United Independent School District","39239"
"5302","TX","Trinidad Independent School District","164007"
"5303","TX","Wall Independent School District","39210"
"5304","TX","Terrell Independent School District","44989"
"5305","TX","Priddy Independent School District","163865"
"5306","TX","Teague Independent School District","38943"
"5307","TX","Waelder Independent School District","164031"
"5308","TX","Waller Independent School District","39234"
"5309","TX","Warren Independent School District","39219"
"5310","TX","Sunray Independent School District","65077"
"5311","TX","Sudan Independent School District","163975"
"5312","TX","Trinity Independent School District","39218"
"5313","TX","Uvalde Consolidated Independent School District","164020"
"5314","TX","Waskom Independent School District","65156"
"5315","TX","Tomball Independent School District","38997"
"5316","TX","Three Way Independent School District","163999"
"5317","TX","Union Grove Independent School District","164013"
"5318","TX","Texhoma Independent School District","163989"
"5319","TX","Walnut Springs Independent School District","164034"
"5320","TX","Region 19 Education Service Center","38927"
"5321","TX","Waxahachie Independent School District","44810"
"5322","TX","Sweetwater Independent School District","39119"
"5323","TX","Tioga Independent School District","164001"
"5324","TX","Waco Independent School District","39086"
"5325","TX","Queen City Independent School District","38866"
"5326","TX","Vysehrad Independent School District","164029"
"5327","TX","Redwater Independent School District","99180"
"5328","TX","Van Independent School District","197612"
"5329","TX","Valley View Independent School District","43711"
"5330","TX","Valentine Independent School District","164021"
"5331","TX","Stephenville Independent School District","38932"
"5332","TX","Valley Mills Independent School District","164022"
"5333","TX","Raymondville Independent School District","39250"
"5334","TX","Tuloso Midway Independent School District","39124"
"5335","TX","Venus Independent School District","39051"
"5336","TX","Throckmorton Independent School District","164000"
"5337","TX","Sterling City Independent School District","164099"
"5338","TX","Vernon Independent School District","39247"
"5339","TX","Texarkana Independent School District","44111"
"5340","TX","Walnut Bend Independent School District","164033"
"5341","TX","Riesel Independent School District","163904"
"5342","TX","Tolar Independent School District","164002"
"5343","TX","Sweeny Independent School District","38838"
"5344","TX","Tarkington Independent School District","39074"
"5345","TX","Van Alstyne Independent School District","164024"
"5346","TX","Terrell County Independent School District","164100"
"5347","TX","Veribest Independent School District","164026"
"5348","TX","Region 18 Education Service Center","41696"
"5349","TX","Vidor Independent School District","39131"
"5350","TX","Tornillo Independent School District","38924"
"5351","TX","Sulphur Springs Independent School District","42295"
"5352","TX","Temple Independent School District","38811"
"5353","TX","Red Oak Independent School District","38920"
"5354","TX","Tyler Independent School District","39180"
"5355","TX","Trenton Independent School District","164006"
"5356","TX","Turkey-Quitaque Independent School District","164011"
"5357","TX","Stratford Independent School District","163973"
"5358","TX","Union Hill Independent School District","164014"
"5359","TX","Reagan County Independent School District","39149"
"5360","TX","Refugio Independent School District","39153"
"5361","TX","Wortham Independent School District","164112"
"5362","TX","Richardson Independent School District","42203"
"5363","TX","Ysleta Independent School District","38926"
"5364","TX","Region VIII Education Service Center","39207"
"5365","TX","Zephyr Independent School District","164116"
"5366","TX","Wimberley Independent School District","49507"
"5367","TX","Richland Springs Independent School District","163903"
"5368","TX","West Rusk County Consolidated Independent School District","39161"
"5369","TX","Zapata County Independent School District","51929"
"5370","TX","Wharton Independent School District","59350"
"5371","TX","Westhoff Independent School District","164045"
"5372","UT","Box Elder School District","39309"
"5373","TX","Red Lick Independent School District","163878"
"5374","TX","West Oso Independent School District","39125"
"5375","TX","Wildorado Independent School District","164105"
"5376","TX","Weslaco Independent School District","56662"
"5377","TX","Whitehouse Independent School District","39181"
"5378","UT","Cache County School District","102364"
"5379","UT","Davis School District","39313"
"5380","TX","Wellman-Union Independent School District","164039"
"5381","TX","Whitesboro Independent School District","38962"
"5382","TX","Region VII Education Service Center","41686"
"5383","TX","Rice Independent School District","55431"
"5384","TX","Wills Point Independent School District","44965"
"5385","TX","West Sabine Independent School District","164043"
"5386","TX","Westphalia Independent School District","164047"
"5387","TX","Wells Independent School District","164040"
"5388","TX","Region 9 Education Service Center","39246"
"5389","TX","Whitewright Independent School District","164103"
"5390","TX","Westbrook Independent School District","164044"
"5391","TX","Willis Independent School District","39110"
"5392","TX","Progreso Independent School District","39021"
"5393","TX","Wichita Falls Independent School District","43247"
"5394","TX","Winona Independent School District","39182"
"5395","TX","Yorktown Independent School District","164114"
